id,lon,lat,highway1,highway2,highway3,highway4,highway5
364,8.5702522,50.1270616,0,0,0,0,4
365,8.5678969,50.1281018,0,0,0,0,2
366,8.584142,50.1288842,0,0,0,6,0
367,8.6266225,50.1170351,1,2,0,0,0
368,8.5722095,50.1240276,0,0,4,0,3
369,8.5728297,50.1226109,0,0,0,0,2
370,8.567031,50.121566,0,0,4,0,1
371,8.5657321,50.1237612,0,0,4,0,1
372,8.5654364,50.1262793,1,0,4,0,0
373,8.5658026,50.1231119,0,0,4,0,1
374,8.570351,50.1202181,0,0,0,0,2
375,8.5684074,50.1219885,0,0,4,0,2
376,8.5810818,50.1241992,0,0,0,0,6
377,8.5824903,50.1242796,0,0,0,0,6
378,8.5877028,50.1234524,0,0,2,0,1
379,8.580655,50.1276971,0,0,0,4,0
380,8.5832921,50.1270825,0,0,0,6,0
381,8.5678394,50.1207035,0,0,6,0,0
382,8.5672616,50.1202441,0,0,4,0,2
383,8.5647039,50.1182199,0,0,4,0,2
384,8.5643509,50.1180564,0,0,4,0,2
385,8.5824426,50.1256006,0,0,0,0,2
386,8.5721721,50.1242862,0,0,0,0,3
387,8.5712499,50.1254163,0,0,0,0,3
388,8.5713627,50.1252192,0,0,0,0,3
389,8.5720467,50.12453,0,0,0,0,3
390,8.5716139,50.125243,0,0,0,0,3
391,8.5717118,50.1254207,0,0,0,0,3
392,8.571997,50.1241072,0,0,0,0,3
393,8.5724008,50.124441,0,0,0,0,4
394,8.575746,50.1255873,0,0,0,0,6
395,8.6069061,50.1273442,0,0,0,0,4
396,8.6174788,50.1302959,0,0,4,0,3
397,8.6182272,50.1311504,0,0,4,1,0
398,8.6184908,50.1315789,0,0,4,0,0
399,8.6186057,50.1318159,0,0,3,0,0
400,8.6103328,50.1259524,0,0,4,0,2
401,8.6116831,50.1246502,0,0,4,0,3
402,8.6090212,50.1268363,0,0,4,0,1
403,8.6112534,50.1253202,0,0,6,0,1
404,8.6115333,50.1255153,0,0,4,0,1
405,8.6127947,50.1264209,0,0,4,0,1
406,8.6133145,50.1267911,0,0,4,0,1
407,8.6138941,50.1272078,0,0,4,0,4
408,8.6144663,50.1276257,0,0,4,0,1
409,8.6166388,50.1294618,0,0,4,0,4
410,8.6190565,50.1317947,0,2,1,0,0
411,8.6209199,50.1304108,0,3,0,0,0
412,8.621238,50.1212908,0,2,4,0,0
413,8.6216379,50.1201805,0,2,0,0,3
414,8.6078624,50.1240272,0,0,0,0,3
415,8.6103472,50.1249147,0,0,0,0,3
416,8.6069374,50.1270383,0,0,0,0,6
417,8.6073047,50.1258255,0,0,0,0,6
418,8.6088709,50.1267337,0,0,0,0,4
419,8.6078807,50.1268922,0,0,0,0,6
420,8.6182777,50.1215388,0,0,4,0,1
421,8.6141743,50.1220615,0,0,4,0,2
422,8.6138132,50.1216066,0,0,0,0,2
423,8.6055544,50.1254242,0,0,0,0,6
424,8.6077071,50.1197936,0,0,0,0,6
425,8.6070114,50.1222655,0,0,0,0,5
426,8.5911772,50.1302485,0,0,0,6,0
427,8.5994254,50.128596,0,0,2,0,1
428,8.5981416,50.1266416,0,0,2,3,0
429,8.6254433,50.1209796,0,0,0,2,4
430,8.5972936,50.127906,0,0,0,4,1
431,8.5955561,50.1290519,0,0,0,4,1
432,8.5981353,50.1264623,0,0,2,1,0
433,8.5994103,50.1277273,0,0,2,0,1
434,8.5887685,50.131622,0,0,0,2,0
435,8.5994142,50.1281287,0,0,2,0,2
436,8.596703,50.1243422,0,0,2,0,2
437,8.5992677,50.1318564,0,0,4,0,0
438,8.59923,50.1353689,0,0,2,2,0
439,8.5955381,50.1406445,0,0,4,0,0
440,8.602779,50.1431904,0,0,4,0,2
441,8.6093879,50.1456887,0,0,4,0,2
442,8.6114314,50.1464842,0,0,4,0,2
443,8.6129552,50.1470391,0,0,4,0,2
444,8.6161735,50.1482784,0,0,4,0,2
445,8.6211404,50.1499012,0,0,4,0,0
446,8.6015336,50.1308157,0,0,5,0,0
447,8.5958253,50.1228618,0,0,3,0,0
448,8.5995538,50.1280834,0,0,2,0,2
449,8.601729,50.1276736,0,0,0,2,6
450,8.6046845,50.1273427,0,0,0,0,6
451,8.6048644,50.1270747,0,0,0,0,4
452,8.5961656,50.1226747,0,0,3,0,0
453,8.5975934,50.1244957,0,0,2,1,0
454,8.5976437,50.1285627,0,0,0,6,0
455,8.6654539,50.1368369,0,0,3,0,1
456,8.667044,50.1359772,0,0,4,0,2
457,8.654079,50.1198968,0,3,2,0,0
458,8.6708384,50.1154181,0,2,4,0,0
459,8.6289348,50.1153853,0,2,1,0,0
460,8.6444158,50.1138925,0,3,0,0,0
461,8.6436285,50.1127389,0,0,0,3,0
462,8.6477995,50.1368425,0,0,4,0,1
463,8.6488675,50.136619,0,0,4,0,1
464,8.6499637,50.1363853,0,0,4,0,1
465,8.651087,50.13624,0,0,4,0,1
466,8.6521413,50.1362148,0,0,4,0,1
467,8.673802,50.1239636,0,0,0,0,4
468,8.6735657,50.1232254,0,0,0,0,4
469,8.6732081,50.1221429,0,0,0,0,4
470,8.6532628,50.113747,0,3,0,0,0
471,8.6529505,50.1140665,0,3,0,0,0
472,8.6756156,50.1175234,0,0,2,0,1
473,8.6729913,50.1167471,0,0,2,0,1
474,8.591044,50.1002207,0,2,0,0,3
475,8.6709226,50.1166417,0,2,1,0,0
476,8.5672245,50.0982978,0,0,7,0,0
477,8.6660641,50.1480238,0,4,0,0,0
478,8.668553,50.1430761,0,2,0,0,1
479,8.6693646,50.1407617,0,2,0,0,1
480,8.6712978,50.1359172,0,2,0,0,2
481,8.6719735,50.1329592,0,2,0,0,2
482,8.6737582,50.1266842,0,0,4,0,4
483,8.6744272,50.1259769,0,0,4,0,2
484,8.6757199,50.1222562,0,0,4,0,2
485,8.5599874,50.1015869,0,0,4,0,0
486,8.6678705,50.1354491,0,0,4,0,1
487,8.6682679,50.1334699,0,0,2,0,3
488,8.6683862,50.1316244,0,2,2,0,0
489,8.6683961,50.1315331,0,2,2,0,0
490,8.6715637,50.1270432,0,2,0,0,4
491,8.6723106,50.1260677,0,0,0,0,4
492,8.6732316,50.1247488,0,0,0,0,6
493,8.6032904,50.1003551,0,2,0,2,0
494,8.5974091,50.1002971,0,2,0,0,4
495,8.6734865,50.1209285,0,0,0,4,2
496,8.6736117,50.1203115,0,0,0,0,3
497,8.6740909,50.1190051,0,0,0,0,5
498,8.6663568,50.1117998,0,2,0,0,2
499,8.6633061,50.1105977,0,2,0,0,3
500,8.6567171,50.1078468,0,2,0,0,2
501,8.6454677,50.1035692,0,2,0,0,2
502,8.6406489,50.1027525,0,2,0,0,2
503,8.6362545,50.1023295,0,2,0,0,3
504,8.6272751,50.1014826,0,2,0,0,1
505,8.6188516,50.1007122,0,2,4,0,0
506,8.6054022,50.1003623,0,2,0,1,0
507,8.662217,50.1101717,0,2,0,0,2
508,8.6523549,50.12472,0,3,0,0,0
509,8.656581,50.1282224,1,2,0,0,0
510,8.689947,50.1304154,0,2,0,0,1
511,8.6839137,50.1316913,0,4,0,0,0
512,8.6722952,50.1317162,0,4,0,0,0
513,8.670909,50.1316691,0,2,0,0,1
514,8.6697901,50.1316524,0,2,0,0,1
515,8.6672171,50.1316064,0,2,0,0,1
516,8.6661806,50.1315903,0,2,0,0,1
517,8.6324953,50.1667565,3,0,0,0,0
518,8.6340692,50.1626753,3,0,0,0,0
519,8.6378851,50.1543808,3,0,0,0,0
520,8.656514,50.1312126,3,0,0,0,0
521,8.6367722,50.123214,0,0,0,2,2
522,8.6468939,50.1157026,0,0,0,2,2
523,8.618573,50.1131428,0,0,4,4,0
524,8.6329064,50.1274667,0,0,0,3,1
525,8.6145609,50.1133402,0,0,6,0,0
526,8.6433335,50.1162578,0,0,0,5,0
